,requests
1532,4279.9805
1533,4440.243
1534,4279.996
1535,4079.9424
1536,4064.0125
1537,4025.69
1538,3670.0054
1539,3802.0532
1540,3899.537
1541,3638.8416
1542,4320.2227
1543,3933.5503
1544,3886.7617
1545,4033.7297
1546,4107.6743
1547,3837.9753
1548,3931.5605
1549,4142.272
1550,3824.922
1551,3639.2544
1552,3935.897
1553,3660.8267
1554,3954.1575
1555,4134.4307
1556,3544.426
1557,3750.0916
1558,3948.5117
1559,3167.954
1560,180.22578
1561,4211.115
1562,3800.6318
1563,3761.2935
1564,4068.3428
1565,4011.4146
1566,3376.4336
1567,4103.214
1568,3765.2227
1569,3642.3103
1570,3631.8984
1571,3367.7588
1572,3780.5522
1573,3946.0093
1574,3527.0688
1575,3647.2314
1576,4327.4795
1577,4323.365
1578,4253.7344
1579,4618.2715
1580,3626.6812
1581,3584.1326
1582,3632.6265
1583,3714.5562
1584,3836.6138
1585,4088.5486
1586,2536.895
1587,1000.7229
1588,1.4723678
1589,1.4723678
1590,1.4723678
1591,3823.455
1592,183.38715
1593,240.42859
1594,2105.811
1595,1450.3256
1596,1662.883
1597,1353.8125
1598,1.4723678
1599,1.4723678
1600,1.4723678
1601,1.4723678
1602,1.4723678
1603,1.4723825
1604,1.4723678
1605,1.4723678
1606,1.4723678
1607,1.4723678
1608,1.4723678
1609,1.4723678
1610,1.4723678
1611,1.4723678
1612,1.4723678
1613,1.4723678
1614,1.4723678
1615,398.71515
1616,1.4724765
1617,751.65955
1618,1.4723678
1619,68.81482
1620,1.4723678
1621,636.0661
1622,1.4723678
1623,4475.828
1624,4027.5112
1625,594.1166
1626,3736.222
1627,3937.6597
1628,3373.6558
1629,2689.516
1630,3381.92
1631,3757.1062
1632,3513.9336
1633,4127.103
1634,2878.3857
1635,2635.4294
1636,2887.181
1637,398.93045
1638,105.214584
1639,1318.0344
1640,337.1086
1641,1.4723678
1642,1302.5277
1643,2048.28
1644,1.4727535
1645,2935.7456
1646,1166.1146
1647,1.4723678
1648,1.4723678
1649,1.4723678
1650,1.4723678
1651,3033.224
1652,1.4723678
1653,1.4723678
1654,1.4723678
1655,1.4723678
1656,1.4723678
1657,1.4723678
1658,1.4723678
1659,1.4723678
1660,1.4723678
1661,1.4723678
1662,1.4723678
1663,1.4723678
1664,1.4723678
1665,1.4723678
1666,1.4723678
1667,1.4723678
1668,1.4723682
1669,1312.636
1670,294.69244
1671,1.4723678
1672,1.4723678
1673,1.4723678
1674,1.4723678
1675,1.6374869
1676,1.4723678
1677,1.4723678
1678,162.56795
1679,1.4723678
1680,1.4723678
1681,3429.0854
1682,1.472568
1683,1418.6724
1684,384.04608
1685,29.841484
1686,202.3544
1687,171.87138
1688,1.4723678
1689,1.4723678
1690,1.4723678
1691,1.4723678
1692,1.4723678
1693,431.0952
1694,400.24298
1695,52.376278
1696,1.4723678
1697,1.4723678
1698,1.4723678
1699,1.4723678
1700,1.4723678
1701,272.0363
1702,1.4723678
1703,1.4723678
1704,1.4723678
1705,1.4723678
1706,1.4723678
1707,1.4723678
1708,1.4723678
1709,1.4723678
1710,1.4723678
1711,1.4723678
1712,1.4723678
1713,1.4723678
1714,3462.662
1715,4343.1406
